сүнсийг	сүнс @@ийг	100
босго	босох @@го	010
тохиргооны	тохирох @@гоо @@ы	110
хашлагатай	хаших @@лага @@тай	110
татвар	татах @@вар	010
явц	явц	000
дэвүүрээс	дэвэх @@үүр @@ээс	110
хасагдагчид	хасах @@гдах @@гч @@д	110
лектороо	лектор @@оо	100
атгатай	атга @@тай	100
шаттай	шат @@тай	100
борлуулалттай	борлох @@уулах @@лт @@тай	110
аюулд	аюул @@д	100
хучлага	хучих @@лага	010
генералаас	генерал @@аас	100
хошингоор	хошин @@оор	100
салганах	салга @@нах	010
томоор	том @@оор	100
актыг	акт @@ыг	100
хиамыг	хиам @@ыг	100
шинэчлэл	шинэ @@члэх @@л	010
тэсрэлтээ	тэсэх @@рэх @@лт @@ээ	110
мужааны	мужаан @@ы	100
нойртой	нойр @@той	100
төрлийг	төрөл @@ийг	100
хөгжих	хөгжих	000
өгөөжид	өгөөж @@д	100
өтийг	өт @@ийг	100
өмгөөлөгч	өмгөөлөх @@гч	010
талийгчтай	талийх @@гч @@тай	110
соёлжмогц	соёл @@жих @@могц	110
эвлэрвэл	эв @@лэх @@рэх @@вэл	110
ахмадаа	ах @@мад @@аа	110
бөмбөр	бөмбөр	000
нүдээ	нүд @@ээ	100
таалагдах	таалах @@гдах	010
мэргэшлийн	мэргэших @@л @@ийн	110
ажилламагц	ажил @@лах @@магц	110
торноос	тор @@оос	100
гийчинд	гий @@чин @@д	110
тагтыг	тагт @@ыг	100
уршгаа	уршиг @@аа	100
цаашлах	цааш @@лах	010
коллеж	коллеж	000
ашигтай	ашиг @@тай	100
өрөмдлөгөөс	өрөмдөх @@лөг @@өөс	110
бөөндсөн	бөөн @@дөх @@сөн	110
тооцооллоо	тооцох @@оо @@лох @@л @@оо	110
хайчтай	хайч @@тай	100
шүтэлцээ	шүтэх @@лцээ	010
хирсээс	хирс @@ээс	100
физиологиор	физиологи @@ор	100
дургүйцэлтэй	дур @@гүй @@цэх @@л @@тэй	110
оромтой	ором @@той	100
урвах	урвах	000
зочин	зочин	000
тэнгисээс	тэнгис @@ээс	100
цуглаантай	цуг @@лах @@аан @@тай	110
хөгжимдөх	хөг @@жим @@дөх	010
хэлэлцүүлэгтэй	хэлэлцэх @@үүлэх @@г @@тэй	110
наалдцаа	наалдах @@ц @@аа	110
тэмдгийн	тэмдэг @@ийн	100
бүрээсэнд	бүрэх @@ээс @@д	110
давалгаа	давах @@лгаа	010
хэрэглэгчийн	хэрэглэх @@гч @@ийн	110
бүжигчинтэй	бүжиг @@чин @@тэй	110
даяанаар	даяан @@аар	100
дэнсээ	дэнс @@ээ	100
бөөгнөрөлд	бөөн @@гнөрөх @@л @@д	110
гарагтай	гараг @@тай	100
гайхамшигт	гайхамшиг @@т	100
харшлаа	харш @@л @@аа	110
чоныг	чоно @@ыг	100
түрүүнд	түрүү @@д	100
ургамлаас	ургах @@мал @@аас	110
индекстэй	индекс @@тэй	100
дагуулах	дагах @@уулах	010
зангиагаа	зангиа @@аа	100
аялагч	аян @@лах @@гч	010
тэтгэмж	тэтгэх @@мж	010
аймгийн	аймаг @@ийн	100
гарааг	гараа @@г	100
тусгаарлалтыг	тусах @@гаар @@лах @@лт @@ыг	110
тараалтаа	тарах @@аах @@лт @@аа	110
хашлагаа	хаших @@лага @@аа	110
хөлслөгчөөс	хөлс @@лөх @@гч @@өөс	110
шүүсээр	шүүс @@ээр	100
зурлагад	зурах @@лага @@д	110
гацааны	гацах @@аа @@ы	110
худалдааг	худалдах @@аа @@г	110
энгэсгийг	энгэсэг @@ийг	100
цооногоор	цооног @@оор	100
хүү	хүү	000
соронзоо	сорох @@нз @@оо	110
шөнөөр	шөнө @@өөр	100
инээмсэглэлээ	инээх @@мсэг @@лэх @@л @@ээ	110
ван	ван	000
танилд	таних @@л @@д	110
театрын	театр @@ын	100
хугарах	хуга @@рах	010
өгөгдлөөс	өгөгдөх @@л @@өөс	110
хөвгүүнээ	хөвгүүн @@ээ	100
халаасанд	халаас @@д	100
хайлтаа	хайх @@лт @@аа	110
савхадсан	савх @@дах @@сан	110
зулайд	зулай @@д	100
уулзах	уулзах	000
найзтай	найз @@тай	100
нотолмогц	нотлох @@могц	100
тугалганаас	тугалга @@аас	100
гүн	гүн	000
илгээмжээс	илгээх @@мж @@ээс	110
үеэс	үе @@эс	100
бүрэлбаанаас	бүрэлбаа @@аас	100
ухаарлыг	аврах @@рал @@ыг	110
машины	машин @@ы	100
өвдөх	өвдөх	000
үрчиих	үрчиих	000
толь	толь	000
анализаа	анализ @@аа	100
нөмрөгийг	нөмрөх @@г @@ийг	110
шохойжвол	шохой @@жих @@вол	110
цуглуулагчтай	цуг @@лах @@уулах @@гч @@тай	110
асуудал	асуух @@дал	010
шарилд	шарил @@д	100
ирц	ирц	000
услагчид	ус @@лах @@гч @@д	110
үйлдэх	үйл @@дэх	010
төгөлтэй	төгөл @@тэй	100
шүршүүрийн	шүрших @@үүр @@ийн	110
батгыг	батга @@ыг	100
архичны	архи @@чин @@ы	110
лектороос	лектор @@оос	100
байдлаа	байх @@дал @@аа	110
амбицтай	амбиц @@тай	100
булш	булш	000
зохицол	зохих @@цох @@л	010
төлөвөө	төлөв @@өө	100
төлгийг	төлөг @@ийг	100
төлөвлөгөөг	төлөв @@лөх @@өө @@г	110
аваргаар	аварга @@аар	100
төвөө	төв @@өө	100
аюулаар	аюул @@аар	100
аялагчийг	аян @@лах @@гч @@ийг	110
тагнуулын	тагнах @@уул @@ын	110
сорилт	сорих @@лт	010
гажигтай	гажиг @@тай	100
ургийнхан	ураг @@ийн @@хан	010
хэмжүүрээ	хэм @@жих @@үүр @@ээ	110
илээ	ил @@ээ	100
хуйвалдаанд	хуйвалдах @@аан @@д	110
үлдэгдэлд	үлдэх @@гдэх @@л @@д	110
аялгуунаас	ая @@лах @@гуу @@аас	110
зэсээ	зэс @@ээ	100
дэмжигч	дэмжих @@гч	010
оноотой	онох @@оо @@той	110
ээтиймээр	ээтийх @@мээр	100
мөгөөрсөө	мөгөөрс @@өө	100
квадратыг	квадрат @@ыг	100
төрвөл	төрөх @@вөл	100
хөгжилтэй	хөгжих @@л @@тэй	110
саагаар	саа @@аар	100
хушганы	хушга @@ы	100
фонтын	фонт @@ын	100
цөмчүүл	цөмчих @@үүл	100
эхээс	эх @@ээс	100
бүтцийг	бүтэх @@ц @@ийг	110
тэнцвэрт	тэнцэх @@вэр @@т	110
өр	өр	000
хөрш	хөрш	000
хойг	хойг	000
татвартай	татах @@вар @@тай	110
үсрэх	үсрэх	000
хувьсагч	хувь @@сах @@гч	010
бадгаа	бадаг @@аа	100
уулзалтаас	уулзах @@лт @@аас	110
өрцөө	өрц @@өө	100
титмээ	титэм @@ээ	100
төрчих	төрөх @@чих	100
ойлголт	ойлгох @@лт	010
араагаар	араа @@аар	100
эвлэрүүлэгчийг	эв @@лэх @@рэх @@үүлэх @@гч @@ийг	110
аймагт	аймаг @@т	100
тамирчин	тамир @@чин	010
жижигхэн	жижиг @@хэн	010
хөөрөлттэй	хөөрөх @@лт @@тэй	110
жигшлийн	жигших @@л @@ийн	110
эзэгнэлээс	эзэн @@гнэх @@л @@ээс	110
мэхэнд	мэх @@д	100
замтай	зам @@тай	100
уриалга	урих @@аа @@лах @@га	010
ойлгох	ойлгох	000
клиникийн	клиник @@ийн	100
хязгаарлалыг	хязгаар @@лах @@л @@ыг	110
турхиралт	турхи @@рах @@лт	010
гаслан	гаслах @@н	010
гуйлгачин	гуйх @@лга @@чин	010
амархан	амар @@хан	010
шивээс	шивэх @@ээс	010
жагсаалыг	жагсах @@аал @@ыг	110
мөнхөөс	мөнх @@өөс	100
кодын	код @@ын	100
хувьсал	хувь @@сах @@л	010
ахтай	ах @@тай	100
шугамаа	шугам @@аа	100
баримал	барих @@мал	010
савхадмаар	савх @@дах @@маар	110
шуналаар	шунах @@л @@аар	110
фронт	фронт	000
дээс	дээс	000
студиэс	студи @@эс	100
отрядыг	отряд @@ыг	100
хөгжимтэй	хөг @@жим @@тэй	110
дамрын	дамар @@ын	100
дадлагаар	дадах @@лага @@аар	110
махчнаар	мах @@чин @@аар	110
ичээгээр	ичих @@ээ @@ээр	110
сэвтэй	сэв @@тэй	100
чихээ	чих @@ээ	100
цочролоор	цочрох @@л @@оор	110
чөлөөний	чөлөө @@ий	100
хөрөнгөтөнтэй	хөрөнгө @@төн @@тэй	110
зангиатай	зангиа @@тай	100
хамтатгал	хамт @@тгах @@л	010
үзэсгэлэнгээр	үзэх @@сгэлэн @@ээр	110
түрэмгийлэл	түрэмжий @@лэл	010
этүүртэй	этүүр @@тэй	100
эгзэгтэй	эгзэг @@тэй	100
тохижуулалтын	тохижих @@уулах @@лт @@ын	110
хязгаарлах	хязгаар @@лах	010
шөлөөр	шөл @@өөр	100
холгодсыг	холгох @@дос @@ыг	110
эргүүлэх	эргэх @@үүлэх	010
байгууллагаар	байх @@уулах @@лага @@аар	110
эслэгийг	эсэх @@лэг @@ийг	110
андгайгаа	андгай @@аа	100
шороогоор	шороо @@оор	100
тамирчнаар	тамир @@чин @@аар	110
айлчлалаар	айл @@члах @@л @@аар	110
хүрэлцэх	хүрэх @@лцэх	010
зуунд	зуун @@д	100
хашлаганы	хаших @@лага @@ы	110
ахлагчийг	ах @@лах @@гч @@ийг	110
гэрээнээс	гэрээ @@ээс	100
тамхи	тамхи	000
зуръя	зурах @@я	100
судлын	судал @@ын	100
засаг	засах @@г	010
доройтлоор	дорой @@тох @@л @@оор	110
мэргэжилтнээс	мэргэжих @@л @@тэн @@ээс	110
тэтгэмжээс	тэтгэх @@мж @@ээс	110
чангаралд	чанга @@рах @@л @@д	110
айзамтай	айзам @@тай	100
үүний	үү @@ий	100
шургуулах	шургах @@уулах	010
дохиог	дохио @@г	100
тээвэр	тээх @@вэр	010
луйварчныг	луйвар @@чин @@ыг	110
тэгээр	тэг @@ээр	100
шалгагчаас	шалгах @@гч @@аас	110
маажинд	маажин @@д	100
ажиллав	ажил @@лах @@в	110
зуунтай	зуун @@тай	100
хүүгээс	хүү @@ээс	100
зуучлагчаа	зууч @@лах @@гч @@аа	110
бонуст	бонус @@т	100
ширэнгээ	ширэнгэ @@ээ	100
хэлбэрээ	хэлбэр @@ээ	100
талханд	талх @@д	100
хүсэлтээс	хүсэх @@лт @@ээс	110
үсэглэлтэй	үсэг @@лэх @@л @@тэй	110
ааваас	аав @@аас	100
захиргаа	захирах @@гаа	010
хөдөлмөрчин	хөдлөх @@мөр @@чин	010
бариултай	бариул @@тай	100
ахицаас	ахих @@ц @@аас	110
эрсдэлээ	эрсдэх @@л @@ээ	110
мултрал	мултрах @@л	010
чагнаалаас	чагнах @@аал @@аас	110
дууль	дууль	000
фокусаар	фокус @@аар	100
засаглах	засах @@г @@лах	010
өрц	өрц	000
эндүүрлээс	эндэх @@үүрэх @@л @@ээс	110
ядаргааг	ядрах @@гаа @@г	110
сүрийн	сүр @@ийн	100
жүжигт	жүжиг @@т	100
шүүгч	шүүх @@гч	010
дарлалд	дарах @@лах @@л @@д	110
угсралт	угсрах @@лт	010
эргэцүүлэх	эргэх @@цэх @@үүлэх	010
аэробиктэй	аэробик @@тэй	100
дамжуулалт	дам @@жих @@уулах @@лт	010
адраа	адар @@аа	100
шөвхөлмөөр	шөвх @@лөх @@мөөр	110
гуйх	гуйх	000
соёлтой	соёл @@той	100
өдрөөс	өдөр @@өөс	100
хэмжигдэхүүнээс	хэмжих @@гдэх @@үүн @@ээс	110
тавцангаас	тавцан @@аас	100
андгайтай	андгай @@тай	100
шургаар	шураг @@аар	100
хүрхрээгээ	хүрхрээ @@ээ	100
шүүгээг	шүүгээ @@г	100
төлөгчөөр	төлөх @@гч @@өөр	110
бичээсээ	бичих @@ээс @@ээ	110
угаалтуураа	угаах @@лтуур @@аа	110
зохицуулалтыг	зохих @@цох @@уулах @@лт @@ыг	110
шаазанд	шаазан @@д	100
зайрмагтай	зайрмаг @@тай	100
цээртэй	цээр @@тэй	100
хаагдах	хаах @@гдах	010
хошин	хошин	000
шаантгийн	шаантаг @@ийн	100
хамрын	хамар @@ын	100
сойзоор	сойз @@оор	100
хацарт	хацар @@т	100
эрэмбэ	эрэмбэ	000
санхүүгээ	сан @@хүү @@ээ	110
тамыг	там @@ыг	100
циклийн	цикл @@ийн	100
мужаанд	мужаан @@д	100
дэлхийгээр	дэлхий @@ээр	100
тоглогчийг	тоглох @@гч @@ийг	110
удаан	удах @@аан	010
тариачнаа	тарих @@аа @@чин @@аа	110
хуудсаа	хуудас @@аа	100
зугаалах	зугаа @@лах	010
байгуулах	байх @@уулах	010
зэвүүцэл	зэвүү @@цэх @@л	010
хулганаа	хулгана @@аа	100
наймал	найм @@л	010
тамтай	там @@тай	100
тэсрэлтээр	тэсэх @@рэх @@лт @@ээр	110
зөөгчийн	зөөх @@гч @@ийн	110
холбоосноос	холбох @@оос @@оос	110
үржвэрээр	үржих @@вэр @@ээр	110
шуугианд	шуугих @@аан @@д	110
булшийг	булш @@ийг	100
программын	программ @@ын	100
давталтаа	давтах @@лт @@аа	110
алуур	алах @@уур	010
сорви	сорви	000
ёжлолоо	ёж @@лох @@л @@оо	110
цардуулаа	цардах @@уул @@аа	110
хэлмэгдэх	хэлмэгдэх	000
эмээлтэй	эмээл @@тэй	100
зөрөх	зөрөх	000
ялгалтаа	ялгах @@лт @@аа	110
сэдэл	сэдэх @@л	010
тэнцвэрээр	тэнцэх @@вэр @@ээр	110
хувьсгагчид	хувь @@сах @@гах @@гч @@д	110
ачаанд	ачих @@аа @@д	110
бээлийд	бээлий @@д	100
хүслэнд	хүслэн @@д	100
соёлжсон	соёл @@жих @@сон	110
томьёоноос	томьёо @@оос	100
ширээтэй	ширээ @@тэй	100
загастай	загас @@тай	100
буудал	буудал	000
санамж	санах @@мж	010
байгалиар	байгаль @@ар	100
чавгыг	чавга @@ыг	100
чимхүүрт	чимхэх @@үүр @@т	110
машиныг	машин @@ыг	100
цувралаар	цуврах @@л @@аар	110
лектортой	лектор @@той	100
цогцолборын	цогцлох @@бор @@ын	110
оператораа	оператор @@аа	100
хэрэглээнээс	хэрэглэх @@ээ @@ээс	110
нухцаас	нухац @@аас	100
оргуул	оргох @@уул	010
очийг	оч @@ийг	100
хөндийрсөн	хөндий @@рөх @@сөн	110
тараалт	тарах @@аах @@лт	010
дутагдлаар	дутах @@гдах @@л @@аар	110
трамвайнаас	трамвай @@аас	100
хэвлэлтэд	хэв @@лэх @@лт @@д	110
эгнээнээс	эгнэх @@ээ @@ээс	110
илэрхийлэл	ил @@рхий @@лэх @@л	010
хэрмээр	хэрэм @@ээр	100
эрдэмтний	эрдэм @@тэн @@ий	110
мандолинаар	мандолин @@аар	100
оргилтой	оргих @@л @@той	110
үерхлээр	үерхэх @@л @@ээр	110
нөхцөлөөс	нөхцөл @@өөс	100
эхлүүлэгч	эх @@лэх @@үүлэх @@гч	010
биежилтээс	бие @@жих @@лт @@ээс	110
босуулаар	босох @@уул @@аар	110
ойн	ой @@н	100
шүүдрийн	шүүдэр @@ийн	100
харилцаагаа	харилцах @@аа @@аа	110
эргүүлэг	эргэх @@үүлэх @@г	010
тэврэлттэй	тэвэр @@х @@лт @@тэй	110
үерхлээ	үерхэх @@л @@ээ	110
глюкозод	глюкоз @@д	100
зээлдүүлэгчээ	зээл @@дэх @@үүлэх @@гч @@ээ	110
хувьд	хувь @@д	100
асуудлаа	асуух @@дал @@аа	110
ижилслээр	ижил @@сэх @@л @@ээр	110
линзэд	линз @@д	100
муурт	муур @@т	100
бялдуучлалыг	бялдуу @@члах @@л @@ыг	110
илтгэл	илтгэх @@л	010
зугаалгаа	зугаа @@лах @@га @@аа	110
хатуурлаас	хатуу @@рах @@л @@аас	110
устгагчаа	устгах @@гч @@аа	110
түлээчнээ	түлэх @@ээ @@чин @@ээ	110
арьс	арьс	000
сүрээ	сүр @@ээ	100
наадгайгаар	наадах @@гай @@аар	110
доройтол	дорой @@тох @@л	010
гуаг	гуа @@г	100
шээсээс	шээс @@ээс	100
нэмэлтээр	нэмэх @@лт @@ээр	110
сууриар	суурь @@ар	100
дохиоллоос	дохио @@лох @@л @@оос	110
төвлөрөл	төв @@лрөх @@л	010
сойзыг	сойз @@ыг	100
хянагчаас	хянах @@гч @@аас	110
командлагчаар	команд @@лах @@гч @@аар	110
заламгайтай	заламгай @@тай	100
мөнгийг	мөнгө @@ийг	100
синдромоор	синдром @@оор	100
бэлгэдэлд	бэлгэ @@дэх @@л @@д	110
үнэгээ	үнэг @@ээ	100
үтрээг	үтрээ @@г	100
ирцээ	ирц @@ээ	100
гарлыг	гарах @@л @@ыг	110
гараанд	гараа @@д	100
физиологийн	физиологи @@ийн	100
гуяыг	гуя @@ыг	100
тохируулгаар	тохирох @@уулах @@га @@аар	110
будгаар	будах @@г @@аар	110
тугалгатай	тугалга @@тай	100
тэнгэрийн	тэнгэр @@ийн	100
эвтэй	эв @@тэй	100
жигшлээс	жигших @@л @@ээс	110
цочрох	цочрох	000
аяллаа	аян @@лах @@л @@аа	110
булгилах	булаг @@лах	010
уулчны	уул @@чин @@ы	110
баримаар	барих @@маар	100
мэндэлтэл	мэнд @@лэх @@тэл	110
шууданчаас	шуудан @@ч @@аас	110
шалгагчийн	шалгах @@гч @@ийн	110
индексээс	индекс @@ээс	100
бяслагийг	бяслаг @@ийг	100
жорын	жор @@ын	100
гаслангаа	гаслах @@н @@аа	110
насны	нас @@ы	100
толгойд	толгой @@д	100
ирвэгэнэдэг	ирвэг @@нэх @@дэг	110
зүүдтэй	зүүд @@тэй	100
нэвтрүүлэгчтэй	нэвтрэх @@үүлэх @@гч @@тэй	110
харьтаар	харьт @@аар	100
ваарчны	ваар @@чин @@ы	110
хадгаламжтай	хадгалах @@мж @@тай	110
зургийн	зурах @@г @@ийн	110
булчинд	булчин @@д	100
найрууламжид	найрах @@уулах @@мж @@д	110
сэрдэлт	сэрдэх @@лт	010
албажуул	алба @@жих @@уул	110
шараас	шар @@аас	100
хуваарилалтын	хуваарь @@лах @@лт @@ын	110
тэрслэх	тэрс @@лэх	010
эвэрлэгт	эвэр @@лэг @@т	110
илбэчнээ	илбэ @@чин @@ээ	110
байлдагчид	байлдах @@гч @@д	110
цусыг	цус @@ыг	100
эндүүрэлд	эндэх @@үүрэх @@л @@д	110
горхинд	горхи @@д	100
ургацыг	ургах @@ц @@ыг	110
эмчид	эмч @@д	100
хэмжигдэхүүнээр	хэмжих @@гдэх @@үүн @@ээр	110
чуулгад	чуулга @@д	100
хөрөнгөтнөөр	хөрөнгө @@төн @@өөр	110
яриаг	яриа @@г	100
дарцагт	дарцаг @@т	100
цулбуурыг	цулбуур @@ыг	100
тод	тод	000
казино	казино	000
чуулгаас	чуулга @@аас	100
энгэр	энгэр	000
мөнгөнд	мөнгө @@д	100
сүрээс	сүр @@ээс	100
жортой	жор @@той	100
хиамтай	хиам @@тай	100
шонгийн	шон @@ийн	100
дүүжлүүрийн	дүүж @@лэх @@үүр @@ийн	110
тушаалын	тушаах @@л @@ын	110
тайтгаралтай	тайтгарах @@л @@тай	110
салаалах	салах @@аа @@лах	010
лац	лац	000
элементээ	элемент @@ээ	100
булдруутай	булдруу @@тай	100
инээмсэглэлээс	инээх @@мсэг @@лэх @@л @@ээс	110
оргодолд	оргох @@дол @@д	110
зуушинд	зууш @@д	100
ёслолын	ёс @@лох @@л @@ын	110
хөлсний	хөлс @@ий	100
харамслаа	харамсах @@л @@аа	110
жороор	жор @@оор	100
дуншилтаар	дунших @@лт @@аар	110
үйлдвэрийн	үйл @@дэх @@вэр @@ийн	110
гуанд	гуа @@д	100
халдваргүйжүүлэх	халдах @@вар @@гүй @@жих @@үүлэх	010
тугалгаа	тугалга @@аа	100
хариултаас	харих @@уу @@лт @@аас	110
цахирмаанд	цахир @@маа @@д	110
зөрөлдөөнийг	зөрөх @@лдөх @@өөн @@ийг	110
хонио	хонь @@о	100
эргүүлээс	эргэх @@үүл @@ээс	110
хучилтаас	хучих @@лт @@аас	110
овоолтол	овоо @@лох @@тол	110
уралдаанаа	уралдах @@аан @@аа	110
нэвчилт	нэвчих @@лт	010
саатлыг	саатах @@л @@ыг	110
таамагтай	таах @@маг @@тай	110
бөмбөгтэй	бөмбөг @@тэй	100
студийн	студи @@ийн	100
үрлэгээс	үрэх @@лэг @@ээс	110
капитализмтай	капитализм @@тай	100
үгээс	үг @@ээс	100
махчнаас	мах @@чин @@аас	110
ховооноос	ховоо @@оос	100
таглаагаар	таг @@лах @@аа @@аар	110
моод	моод	000
өгөөш	өгөх @@өөш	010
орогнонгоо	орох @@гнох @@нгоо	110
хийлчээ	хийл @@ч @@ээ	110
гамшгаар	гамшиг @@аар	100
хөвөнгөөс	хөвөн @@өөс	100
романаа	роман @@аа	100
өөрчлөгчтэй	өөр @@члөх @@гч @@тэй	110
могойн	могой @@н	100
харьяалалгүй	харьяа @@лах @@л @@гүй	010
жигнэмгээр	жигнэх @@мэг @@ээр	110
эвлэрцгээ	эв @@лэх @@рэх @@цгээ	110
өгөөшинд	өгөх @@өөш @@д	110
сонсмоор	сонсох @@моор	100
хакераас	хакер @@аас	100
зэрэглээг	зэрэглээ @@г	100
тохижуулалттай	тохижих @@уулах @@лт @@тай	110
эргээс	эрэг @@ээс	100
сайдыг	сайд @@ыг	100
жадыг	жад @@ыг	100
ишид	иш @@д	100
ширээсийг	ширээс @@ийг	100
ахицыг	ахих @@ц @@ыг	110
гүтгэлгийн	гүтгэх @@лэг @@ийн	110
дэнгээ	дэн @@ээ	100
кассыг	касс @@ыг	100
ажилчны	ажил @@лах @@чин @@ы	110
хэллэг	хэл @@х @@лэг	010
оюутнаар	оюун @@тан @@аар	110
хязгаар	хязгаар	000
дууны	дуу @@ы	100
хамсаатнаас	хам @@сах @@аа @@тан @@аас	110
доромжлолоор	доромж @@лох @@л @@оор	110
үеийн	үе @@ийн	100
хучлагаар	хучих @@лага @@аар	110
гаслангаар	гаслах @@н @@аар	110
эзэгнэлээ	эзэн @@гнэх @@л @@ээ	110
илүүдлээр	илүү @@дэх @@л @@ээр	110
хигээсээ	хигээс @@ээ	100
шархтай	шарх @@тай	100
луйварчнаас	луйвар @@чин @@аас	110
гирвэшвэл	гирвэших @@вэл	100
хандивлагчаас	хандив @@лах @@гч @@аас	110
линзийн	линз @@ийн	100
чөлөөнөөс	чөлөө @@өөс	100
бахархлыг	бахар @@хах @@л @@ыг	110
занганд	занга @@д	100
зуршил	зурших @@л	010
урхи	урхи	000
хувиар	хувь @@ар	100
харагдцад	харах @@гдах @@ц @@д	110
чимэглэлээр	чимэг @@лэх @@л @@ээр	110
санаачлагчаа	санах @@аа @@члах @@гч @@аа	110
хамтрагчийг	хамт @@рах @@гч @@ийг	110
сийрэгжжээ	сийрэг @@жих @@жээ	110
өмсгөлөөр	өмсөх @@гөх @@л @@өөр	110
намраас	намар @@аас	100
нөлөөнд	нөлөө @@д	100
хурлын	хурах @@л @@ын	110
нөөц	нөөх @@ц	010
бөгжтэй	бөгж @@тэй	100
буртагтай	буртаг @@тай	100
ачаанаас	ачих @@аа @@аас	110
найруулагчаа	найрах @@уулах @@гч @@аа	110
ухаарал	аврах @@рал	010
туршилтаас	турших @@лт @@аас	110
зохицуулах	зохих @@цох @@уулах	010
чангарах	чанга @@рах	010
тахлаар	тахал @@аар	100
ботаникийн	ботаник @@ийн	100
илбэчинд	илбэ @@чин @@д	110
мөчирт	мөчир @@т	100
илгээмжтэй	илгээх @@мж @@тэй	110
зулайнаас	зулай @@аас	100
төрхгүй	төрх @@гүй	010
зорилгоос	зорих @@лго @@оос	110
цэвэрлэгээнд	цэвэр @@лэх @@гээ @@д	110
аз	аз	000
автобусны	автобус @@ы	100
олзлох	олз @@лох	010
гудамжтай	гудамж @@тай	100
дүрмээ	дүрэм @@ээ	100
дампуурлыг	дампуу @@рах @@л @@ыг	110
энгэрээ	энгэр @@ээ	100
тахисан	тахих @@сан	100
хөргүүртэй	хөргөх @@үүр @@тэй	110
зарлагыг	зар @@лага @@ыг	110
өдөөр	өд @@өөр	100
байнгын	байнга @@ын	100
сэргээшнээс	сэргээх @@ш @@ээс	110
тогоочид	тогооч @@д	100
чичиргээг	чичрэх @@гэх @@ээ @@г	110
дээрмийг	дээрэм @@ийг	100
донтон	дон @@тон	010
амралттай	амрах @@лт @@тай	110
нэмэлтийг	нэмэх @@лт @@ийг	110
ясанд	яс @@д	100
тэнхлэгт	тэнхлэг @@т	100
нуруу	нуруу	000
элчтэй	элч @@тэй	100
бэрхшээлд	бэрх @@шээл @@д	110
зураачаас	зурах @@аач @@аас	110
шийдээс	шийд @@ээс	100
тасалгааг	тас @@лах @@гаа @@г	110
гаансанд	гаанс @@д	100
шаварт	шавах @@р @@т	110
хийлчээр	хийл @@ч @@ээр	110
зүлэгт	зүлэг @@т	100
дизайнераас	дизайнер @@аас	100
суудлын	суух @@дал @@ын	110
хуулийг	хууль @@ийг	100
нягтаршлаас	нягт @@рах @@ших @@л @@аас	110
туурайнаас	туурай @@аас	100
цавуу	цавуу	000
царайг	царай @@г	100
бичилтийн	бичих @@лт @@ийн	110
аваргад	аварга @@д	100
хуваах	хуваах	000
самбараас	самбар @@аас	100
байшингаас	байшин @@аас	100
зүхэл	зүхэх @@л	010
нийлүүлэлт	нийлэх @@үүлэх @@лт	010
тахилгүй	тахих @@лгүй	100
хэвлэлтээ	хэв @@лэх @@лт @@ээ	110
алиалагчаа	алиа @@лах @@гч @@аа	110
дуунаас	дуу @@аас	100
ололтод	олох @@лт @@д	110
амбаарын	амбаар @@ын	100
бялдуучлах	бялдуу @@члах	010
хүрхрээтэй	хүрхрээ @@тэй	100
адилхан	адил @@хан	010
амжилтад	амжих @@лт @@д	110
ноёрхлыг	ноён @@рхох @@л @@ыг	110
бүлэглэлтэй	бүлэг @@лэх @@л @@тэй	110
үнсэлт	үнсэх @@лт	010
хэлбэр	хэлбэр	000
ахицаар	ахих @@ц @@аар	110
хөргөгчид	хөрөх @@гөх @@гч @@д	110
хэмжээстэй	хэм @@жих @@ээс @@тэй	110
хүүхэлдэйд	хүүхэд @@лдэй @@д	110
самуунаа	самуун @@аа	100
мэдээллээр	мэдэх @@ээ @@лэх @@л @@ээр	110
үнэр	үнэр	000
уутаа	уут @@аа	100
тууралтын	туурах @@лт @@ын	110
жигнэмэг	жигнэх @@мэг	010
даамжралд	даамжрах @@л @@д	110
сэрэмжлүүлгийн	сэрэмж @@лэх @@үүлэх @@г @@ийн	110
моодтой	моод @@той	100
утгатай	утга @@тай	100
нийлүүлэх	нийлэх @@үүлэх	010
өдрөө	өдөр @@өө	100
тусгалаа	тусах @@гах @@л @@аа	110
аврагчийг	аврах @@гч @@ийг	110
шивнээгээр	шивнэх @@ээ @@ээр	110
илгээгчээ	илгээх @@гч @@ээ	110
сэдэлд	сэдэх @@л @@д	110
тээртэй	тээр @@тэй	010
гэмтэл	гэмтэх @@л	010
харвалтаас	харах @@вах @@лт @@аас	110
зурагтай	зурах @@г @@тай	110
төлөөснөөс	төлөх @@өөс @@өөс	110
харьцааг	харих @@цах @@аа @@г	110
утастай	утас @@тай	100
өндгөвчийн	өндөг @@вч @@ийн	110
лекторт	лектор @@т	100
хатаагч	хатах @@аах @@гч	010
шархлааны	шарх @@лах @@аа @@ы	110
чангалуураа	чанга @@лах @@уур @@аа	110
дахилтаас	дахих @@лт @@аас	110
гөрөөнд	гөрөө @@д	100
туслалцаанд	тус @@лах @@лцах @@аа @@д	110
тэмдэглэгээтэй	тэмдэг @@лэх @@гээ @@тэй	110
шандас	шандас	000
торнидог	торних @@дог	100
даажигналыг	даажин @@гнах @@л @@ыг	110
дэлгэрэлтийг	дэлгэх @@рэх @@лт @@ийг	110
ёсолгоог	ёс @@лгоо @@г	110
